query,pos_similar,neg_similar
"Đặt điện_áp u = U2cosωt ( trong đó U không đổi , ω thay_đổi được ) vào hai đầu đoạn mạch gồm điện_trở_thuần R , cuộn cảm_thuần có độ tự_cảm L = 2 , / 5 / πH và tụ_điện có điện_dung C mắc nối_tiếp . Thay_đổi tần_số góc ω thì thấy khi ω = ω1 = 60πrad / s , cường_độ hiệu_dụng của dòng_điện trong mạch là I1 . Khi ω = ω2 = 40πrad / s cường_độ hiệu_dụng của dòng_điện trong mạch là I2 . Khi tần_số ω = ω0 thì cường_độ hiệu_dụng của dòng_điện đạt giá_trị cực_đại Imax và I1 = I2 = Imax5 . Giá_trị của R_bằng 
 A. 50Ω 
 B. 25Ω 
 C. 75Ω 
 D. 100Ω","Đặt điện_áp u = U1cos ( 2ωt ) ( trong đó U1 không đổi , ω thay_đổi được ) vào hai đầu đoạn mạch gồm điện_trở_thuần R1 , cuộn cảm_thuần có độ tự_cảm L = 2 , / 5 / πH và tụ_điện có điện_dung C mắc nối_tiếp . Thay_đổi tần_số góc ω thì thấy khi ω = ω1 = 60πrad / s , cường_độ hiệu_dụng của dòng_điện trong mạch là I1 . Khi ω = ω2 = 40πrad / s cường_độ hiệu_dụng của dòng_điện trong mạch là I2 . Khi tần_số ω = ω0 thì cường_độ hiệu_dụng của dòng_điện đạt giá_trị cực_đại Imax và I1 = I2 = Imax5 . Giá_trị của R1_bằng 
 A. 50Ω 
 B. 25Ω 
 C. 75Ω 
 D. 100Ω", 
"Đặc_điểm nào không có ở hoocmon thực_vật ? 
 A. Được tạo ra ở một nơi nhưng gây ra phản_ứng ở nơi khác . 
 B. Với nồng_độ rất thấp gây ra những biến_đổi mạnh trong cơ_thể . 
 C. Tính chuyên_hóa cao hơn nhiều so với hoocmon động_vật bậc cao . 
 D. Được vận_chuyển theo mạch gỗ và mạch rây .","Đặc_điểm nào không có ở các hoocmon động_vật ? 
 A. Được tạo ra ở một nơi nhưng gây ra phản_ứng ở nơi khác . 
 B. Với nồng_độ rất thấp gây ra những biến_đổi mạnh trong cơ_thể . 
 C. Tính chuyên_hóa cao hơn nhiều so với hoocmon thực_vật . 
 D. Được vận_chuyển theo mạch gỗ và mạch rây .", 
"Một phòng họp có 360 ghế_ngồi được xếp thành từng dãy và số ghế mỗi dãy bằng nhau . Nếu số dãy tăng thêm 1 và số ghế mỗi dãy cũng tăng thêm 2 thì trong phòng có 420 ghế . Hỏi trong phòng_ban_đầu có bao_nhiêu dãy ghế , mỗi dãy có bao_nhiêu ghế . Biết rằng số dãy không quá 20 dãy .", ,Một phòng họp có bao_nhiêu ghế và số ghế mỗi dãy bằng nhau nếu có 15 dãy và số ghế mỗi dãy là 30 ghế ?
"Trong các phát_biểu sau về bệnh ung_thư của người , có bao_nhiêu phát_biểu có nội_dung đúng ? ( 1 ) Sự tăng sinh của các tế_bào sinh_dưỡng luôn dẫn đến khối_u ác_tính . ( 2 ) Những gen ung_thư xuất_hiện trong tế_bào sinh_dưỡng di_truyền qua sinh_sản hữu_tính ( 3 ) Trong hệ gen của người các gen tiền ung_thư đều là gen có hại ( 4 ) Bệnh ung_thư là bệnh tăng sinh không kiểm_soát được của một_số tế_bào tạo ra khối_u . ( 5 ) Bệnh ung_thư thường liên_quan đến đột_biến gen hoặc đột_biến nhiễm sắc_thể . 
 A. 2 
 B. 3 . 
 C. 1 
 D. 4 .", ,Liệt_kê những phát_biểu về bệnh ung_thư của người có nội_dung đúng .
"Trong các phát_biểu sau : ( 1 ) Cung_cấp nguồn chất hữu_cơ làm thức_ăn cho sinh_vật dị dưỡng . ( 2 ) Cung_cấp nguyên_liệu cho công_nghiệp , dược_liệu cho Y_học . ( 3 ) Cung_cấp năng_lượng duy_trì hoạt_động sống của sinh giới . ( 4 ) Điều_hòa trực_tiếp lượng nước trong khí_quyển . ( 5 ) Điều_hòa không_khí . Có bao_nhiêu nhận_định đúng về vai_trò của quang_hợp ? 
 A. 2 . 
 B. 3 . 
 C. 4 . 
 D. 5 .",Liệt_kê các vai_trò của quang_hợp trong môi_trường sống của sinh_vật ., 
"Trong lịch_sử phát_triển của sinh giới qua các đại địa_chất , loài_người xuất_hiện ở đại nào sau đây ? 
 A. Đại_Trung_sinh . 
 B. Đại_Cổ_sinh . 
 C. Đại_Nguyên_sinh . 
 D. Đại Tân_sinh .","Trong lịch_sử phát_triển của sinh giới qua các đại địa_chất , loài_người xuất_hiện ở thời_điểm nào ? 
 A. Trước đại Đá_sinh . 
 B. Trước đại Cổ_sinh . 
 C. Trước đại Nguyên_sinh . 
 D. Trước đại Tân_sinh .", 
"Đốt cháy hoàn_toàn một este hữu_cơ X thu được 6,72 lít CO2 đktc và 5,4 gam H2O . Công_thức phân_tử của este đó là 
 A. CnH2n - 2O2 
 B. CnH2n + 2O2 
 C._CnH2nO2 
 D. CnH2n + 2O", ,"Cho một este hữu_cơ Y , khi đốt cháy hoàn_toàn thu được 4,8 lít CO2 đktc và 3,6 gam H2O . Hãy xác_định công_thức phân_tử của este Y. 
 A. CnH2n + 2O2 
 B._CnH2nO2 
 C. CnH2n + 4O 
 D. CnH2n - 2O2"
"Bài 1 : Một thùng đựng 84 lít mật_ong , người_ta đã lấy ra 1 / 3 số lít mật_ong đó . Hỏi trong thùng còn lại bao_nhiêu lít mật_ong ? Bài 2 : Một cửa_hàng có 1242 cái áo , cửa_hàng đã bán 1 / 6 số áo . Hỏi cửa_hàng đó còn lại bao_nhiêu cái áo ?","Bài 1 : Một thùng đựng 84 lít mật_ong , trong đó đã lấy ra 2 / 3 số lít mật_ong đó . Hỏi trong thùng còn lại bao_nhiêu lít mật_ong ? 
 Bài 2 : Một cửa_hàng có 1242 cái áo , cửa_hàng đã bán 5 / 6 số áo . Hỏi cửa_hàng đó còn lại bao_nhiêu cái áo ?", 
"Trong không_gian $ O x y z $ cho $ \ vec { u } = 2 \ vec { j } - 3 \ vec { i } - 4 \ vec { k } $ . Tọa_độ của $ \ vec { u } $ là : 
 A $ ( 3 ; - 2 ; 4 ) $ 
 B $ ( 2 ; - 3 ; - 4 ) $ 
 C $ ( - 3,2 ; - 4 ) $ 
 D $ ( - 3 ; 2 ; 4 ) $","Trong không_gian $ O x y z $ cho $ \ vec { a } = ( 2 ; 3 ; 2 ) $ và $ \ vec { b } = ( 1 ; 1 ; - 1 ) $ . Vecto $ \ vec { a } - \ vec { b } $ có tọa_độ là 
 
 A $ ( 3 ; 4 ; 1 ) $ . 
 B $ ( - 1 ; - 2 ; 3 ) $ . 
 C $ ( 3 ; 5 ; 1 ) $ . 
 D $ ( 1 ; 2 ; 3 ) $ .","Trong không_gian với hệ trục tọ độ $ O x y z $ , cho $ \ vec { a } = ( 2 ; 3 ; 1 ) , \ vec { b } = ( - 1 ; 5 ; 2 ) , \ vec { c } = ( 4 ; - 1 ; 3 ) $ và $ \ vec { x } = ( - 3 ; 22 ; 5 ) $ . Đẳng_thức nào đúng trong các đẳng_thức sau ? 
 A $ \ vec { x } = 2 \ vec { a } - 3 \ vec { b } - \ vec { c } $ . 
 В $ \ vec { x } = - 2 \ vec { a } + 3 \ vec { b } + \ vec { c } $ . 
 C $ \ vec { x } = 2 \ vec { a } + 3 \ vec { b } - \ vec { c } $ . 
 D $ \ vec { x } = 2 \ vec { a } - 3 \ vec { b } + \ vec { c } $ ."
Tính nhanh 1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9,Tính nhanh 9 + 8 + 7 + 6 + 5 + 4 + 3 + 2 + 1, 
"Khi đun nóng chất $ \ mathrm { X } $ có công_thức phân_tử $ \ mathrm { C } _3 \ mathrm { H } _6 \ mathrm { O } _2 $ với dung_dịch $ \ mathrm { NaOH } $ thu được $ \ mathrm { C } _2 \ mathrm { H } _3 \ mathrm { O } _2 \ mathrm { Na } $ . Công_thức cấu_tạo của X là 
 
 A $ \ mathrm { CH } _3 \ mathrm { COO } _2 \ mathrm { H } _5 $ . B $ \ mathrm { HCOOC } _2 \ mathrm { H } _5 $ C $ \ mathrm { CH } _3 \ mathrm { COOCH } _3 $ . D $ \ mathrm { C } _2 \ mathrm { H } _5 \ mathrm { COOH } $ .","Khi đun nóng chất $ X $ có công_thức phân_tử $ C_3 H_6 O_2 $ với dung_dịch $ \ mathrm { NaOH } $ thu được $ \ mathrm { CH } _3 \ mathrm { COONa } $ Công_thức cấu_tạo của $ X $ là 
 
 A $ \ mathrm { C } _2 \ mathrm { H } _5 \ mathrm { COOH } $ B $ \ mathrm { CH } _3 \ mathrm { COOCH } _3 $ C $ \ mathrm { CH } _3 \ mathrm { COOC } _2 \ mathrm { H } _5 $ D $ \ mathrm { HCOOC } _2 \ mathrm { H } _5 $ .","Chất $ X $ có CTPT $ \ mathrm { C } _4 \ mathrm { H } _8 \ mathrm { O } _2 $ . Khi $ X $ tác_dụng với dung_dịch $ \ mathrm { NaOH } $ sinh ra chất $ Y $ có công_thức $ \ mathrm { C } _3 \ mathrm { H } _5 \ mathrm { O } _2 \ mathrm { Na } $ . Công_thức cấu_tạo của $ X $ là : 
 
 A $ \ mathrm { HCOOOC } _3 \ mathrm { H } _7 $ . B $ \ mathrm { HCOOC } _3 \ mathrm { H } _5 $ . C $ \ mathrm { CH } _3 \ mathrm { COOC } _2 \ mathrm { H } _5 $ . D $ \ mathrm { C } _2 \ mathrm { H } _5 \ mathrm { COOCH } _3 $ ."
"Khử hoàn_toàn hỗn_hợp gồm { Fe } _ { 2 } O_ { 3 } và Cu O bằng lượng đủ khí CO ở nhiệt_độ cao thu được hỗn_hợp_kim_loại { Fe } , { Cu } và khí X._Dẫn từ từ và đến dư khí X vào dung_dịch { Ca } ( { OH } ) _ { 2 } . Nêu hiện_tượng và viết phương_trình phản_ứng xảy ra .", ,"Cách nào sau đây có_thể dùng để điều_chế Fe O ? 
 A. Dùng CO khử { Fe } _ { 2 } O_ { 3 } . 
 B. Nhiệt phân { Fe } ( { OH } ) _ { 2 } trong không_khí . 
 C._Nhiệt phân { Fe } \ left ( { NO } _ { 3 } \ right ) _ { 2 } . 
 D. Đốt cháy Fe S trong oxi ."
"Nguyên_tắc bổ_sung giữa các nuclêôtit trên ADN với các nuclêôtit tự_do trong quá_trình tổng_hợp ARN được thể_hiện 
 A. A với T ; T với A ; G với X ; X với G 
 B. A với U ; U với A ; G với X ; X với G 
 C. A với U ; T với A ; G với X ; X với G 
 D. A với X ; X với A ; G với T ; T với G","Giải_thích nguyên_tắc bổ_sung giữa các nuclêôtit trên ADN với các nuclêôtit tự_do trong quá_trình tổng_hợp ARN. 
 A. A với U ; U với A ; G với X ; X với G 
 B. A với T ; T với A ; G với X ; X với G 
 C. A với U ; T với A ; G với X ; X với G 
 D. A với X ; X với A ; G với T ; T với G", 
"1 . Tính : 2 / 5 + 3 / 4 
 b . 18 / 27 - 8 / 27 
 c . 4 / 7 × 2 / 5 
 d . 3 / 4 ÷ 2 / 7","Tính cái này : 2 / 5 + 3 / 4 
 b . 18 / 27 - 8 / 27 
 c . 4 / 7 × 2 / 5 
 d . 3 / 4 ÷ 2 / 7 .", 
"Đây là thí_nghiệm điều_chế và thu khí gì 
 A._O2 
 B. CH4 
 C._C2H2 
 D. H2 .","Thí_nghiệm này để điều_chế và thu khí gì ? 
 A._O3 
 B. CO2 
 C._H2O 
 D._N2", 
"Ở thực_vật trên cạn , sự thoát hơi_nước chủ_yếu diễn ra qua 
 A. lớp cutin trên bề_mặt lá . 
 B. khí khổng . 
 C. tế_bào lông_hút . 
 D. đai caspari .","Sự thoát hơi_nước ở thực_vật trên cạn diễn ra chủ_yếu qua phần_nào của lá ? 
 A. Lớp cutin trên bề_mặt lá . 
 B. Khí khổng . 
 C. Tế_bào lông_hút . 
 D. Đai caspari .", 
"Cho 200gam dung_dịch NaOH 10 % tác_dụng hết với dung_dịch CuCl2 15 % vừa đủ . a ) viết PTHH xảy ra , tính khối_lượng dung_dịch CuCl2 15 % đã dùng ? b ) tính khối_lượng kết_tủa thu được c ) tính nồng_độ dung_dịch sau phản_ứng", ,"Cho 300gam dung_dịch NaOH 20 % tác_dụng hết với dung_dịch FeCl3 25 % vừa đủ . a ) viết PTHH xảy ra , tính khối_lượng dung_dịch FeCl3 15 % đã dùng ? b ) tính khối_lượng kết_tủa thu được c ) tính nồng_độ dung_dịch sau phản_ứng"
"Một thùng xách nước hình_hộp chữ nhật có chiều dài 3 { dm } , rộng 2 { dm } , cao 4 { dm } . Câu hỏi 1 : Tìm thể_tích của thùng . Câu hỏi 2 : Người_ta dùng thùng này để đổ nước vào một cái bể hình lập_phương cạnh 1,5 { \ m } . Khi đổ được 100 thùng thì được 90 \ % thể_tích của bể . Hỏi lúc đầu trong bể có bao_nhiêu lít nước .","Một thùng xách nước hình_hộp chữ nhật có chiều dài 3 { dm } , rộng 2 { dm } , cao 4 { dm } . Câu hỏi 1 : Tìm thể_tích của thùng . Câu hỏi 2 : Người_ta dùng thùng này để đổ nước vào một cái bể hình lập_phương cạnh 1,5 { \ m } . Khi đổ được 100 thùng thì được 90 \ % thể_tích của bể . Hỏi lúc đầu trong bể có bao_nhiêu lít nước .", 
"Cho ba đường_thẳng d_ { 1 } : y = - 2 x ; { ~ d_ { 2 } } : y = - 3x - 1 ; { ~ d_ { 3 } } : y = x + 3 . Khẳng_định nào dưới đây là đúng ? 
 A. Giao_điểm của d_ { 1 } và d_ { 3 } là A ( 2 ; 1 ) . 
 B. Đường_thẳng d_ { 2 } đi qua điểm B ( 1 ; 4 ) . 
 C. Ba đường_thẳng trên không đồng_quy . 
 D. Ba đường_thẳng trên đồng_quy tại điểm M ( - 1 ; 2 ) .","Cho ba đường_thẳng d_ { 1 } : ~ y ~ = ~ - 2 x ; ~ d_ { 2 } : ~ y ~ = ~ - 3 x ~ – ~ 1 ; ~ d_ { 3 } : ~ y ~ = ~ x ~ + ~ 3 . Khẳng_định nào dưới đây là đúng ? 
 A. Ba đường_thẳng trên không đồng_quy 
 B. Ba đường_thẳng trên đồng_quy tại điểm M ( − 1 ; 2 ) 
 C. Giao_điểm của d_ { 1 } và d_ { 3 } là A ( 2 ; 1 ) 
 D. Đường_thẳng d_ { 2 } đi qua điểm B ( 1 ; 4 )", 
"Ở mèo gen D nằm trên phần không tương_đồng của nhiễm sắc_thể X quy_định màu lông đen , gen lặn a quy_định màu lông vàng hung , khi trong kiểu gen có cả D và d sẽ biểu_hiện màu lông tam_thể . Trong một quần_thể mèo có 10 % mèo đực lông đen và 40 % mèo đực lông vàng hung , số còn lại là mèo cái . Tỉ_lệ mèo có màu tam_thể theo định_luật Hácdi - Van béc là bao_nhiêu ? 
 A. 8 % . 
 B. 16 % . 
 C. 32 % . 
 D. 2 %", ,"Ở mèo , gen nào quy_định màu lông đen ? 
 A. Gen_D. 
 B. Gen d . 
 C._Gen a . 
 D. Gen D và d . 
 
 Tính tổng_số mèo đực trong một quần_thể mèo . 
 A. 10 % . 
 B. 40 % . 
 C. 50 % . 
 D. Không đủ thông_tin để tính_toán . 
 
 Theo định_luật Hácdi - Van_béc , tỉ_lệ mèo có màu lông tam_thể trong một quần_thể mèo là bao_nhiêu ? 
 A. 8 % . 
 B. 16 % . 
 C. 32 % . 
 D. 2 % ."
"Dãy đồng đẳng nào sau đây tham_gia phản_ứng cộng với Br2 theo tỉ_lệ 1 : 1 ? 
 A._Ankin 
 B. Anken . 
 C. Ankan . 
 D. Ankađien .", ,"Dãy đồng đẳng nào sau đây không tham_gia phản_ứng cộng với Br2 theo tỉ_lệ 1 : 1 ? 
 A._Anken . 
 B. Ankin . 
 C. Ankađien . 
 D. Ankan ."
"Một vật có khối_lượng 2 kg rơi tự_do xuống đất trong khoảng thời_gian 0,5 s . Độ biến_thiên động_lượng của vật trong khoảng thời_gian đó là bao_nhiêu ? Cho g = 10 m / s2 . 
 A. 10 kg . m / s 
 B. 20 kg . m / s 
 C. 2 kg . m / s 
 D. 1 kg . m / s","Một vật có khối_lượng 4 kg rơi tự_do xuống đất trong khoảng thời_gian 1 s . Độ biến_thiên động_lượng của vật trong khoảng thời_gian đó là bao_nhiêu ? Cho g = 5 m / s2 . 
 A. 2 kg . m / s 
 B. 4 kg . m / s 
 C. 8 kg . m / s 
 D. 10 kg . m / s", 
"Trong các phát_biểu về đột_biến gen dưới đây , có bao_nhiêu phát_biểu đúng ? ( 1 ) Trong điều_kiện không có tác_nhân đột_biến thì vẫn có_thể phát_sinh đột_biến gen . ( 2 ) Gen ở tế_bào chất bị đột_biến thành gen lặn thì kiểu hình đột_biến luôn được biểu_hiện . ( 3 ) Cơ_thể mang đột_biến gen lặn ở trạng_thái dị hợp không được gọi là thể đột_biến . ( 4 ) Đột_biến gen luôn dẫn tới làm thay_đổi cấu_trúc và chức_năng của prôtêin . ( 5 ) Nếu gen bị đột_biến_dạng thay_thế một cặp nuclêôtit thì không làm thay_đổi tổng_liên_kết hiđrô của gen 
 A. 1 
 B. 4 
 C. 5 
 D. 2", ,"Để xác_định số phát_biểu đúng về đột_biến gen , bạn có_thể làm gì ? 
 A. Đếm số phát_biểu đúng trong danh_sách 
 B. Đọc_kỹ từng phát_biểu và chọn phát_biểu đúng 
 C. So_sánh các phát_biểu với nhau để tìm ra phát_biểu đúng 
 D. Xem_xét điều_kiện cần_thiết cho mỗi phát_biểu để đưa ra quyết_định ."
"Nguyên_tử nguyên_tố X có tổng_số hạt ( p , n , e ) là 76 , trong đó số hạt mang điện nhiều hơn số hạt không mang điện là 20 hạt . Cấu_hình electron nguyên_tử của nguyên_tố X là 
 A. [ Ar ] 3d54s1 
 B. [ Ar ] 3d44s2 
 C. [ Ar ] 4s13d5 
 D. [ Ar ] 4s23d4","Nguyên_tử nguyên_tố X có tổng_số hạt ( p , n , e ) là 82 , trong đó số hạt mang điện nhiều hơn số hạt không mang điện là 12 hạt . Cấu_hình electron nguyên_tử của nguyên_tố X là 
 A. [ Ar ] 3d64s1 
 B. [ Ar ] 3d54s2 
 C. [ Ar ] 4s13d6 
 D. [ Ar ] 4s23d3", 
"Trong điện_thế hoạt_động xảy ra giai_đoạn mất phân_cực vì ? 
 A. K + đi vào trong tế_bào làm trung_hòa điện_tích âm phía trong màng tế_bào 
 B. Na + đi vào trong tế_bào làm trung_hòa điện_tích âm phía trong màng tế_bào 
 C. K + đi ra ngoài tế_bào làm trung_hòa điện_tích phía ngoài màng tế_bào 
 D. Na + đi ra ngoài tế_bào làm trung_hòa điện_tích phía ngoài màng tế_bào", ,"Trong quá_trình phân_cực nghịch của điện_thế hoạt_động xảy ra do tác_động của ion nào ? 
 A. K + . 
 B. Na + . 
 C. Ca2 + . 
 D._Cl - ."
"Trình_bày cấu_tạo_hóa học và cấu_trúc không_gian của ADN , ARN , Protein", ,"Trình_bày cấu_tạo_hóa học và cấu_trúc không_gian của lipit , carbohydrat , acid nucleic 
 
 Trình_bày cấu_tạo_hóa học và cấu_trúc không_gian của lipid , protein , polysaccharit"
"Hãy phát_biểu phần còn thiếu của kết_luận trong định_lí sau : 
 
 Nếu một đường_thẳng cắt hai đường_thẳng song_song thì hai góc so_le trong . ? . 
","Điền vào dấu ba chấm trong định_lý sau : 
 Nếu một đường_thẳng cắt hai đường_thẳng song_song thì hai góc so_le trong ... 
","Hãy phát_biểu phần còn thiếu của kết_luận trong định_lí sau : 
 
 Nếu một đường_thẳng cắt hai đường_thẳng song_song thì hai góc đồng_vị . ? . 
"
"Nếu tam_giác có 1 đường phân_giác đồng_thời là đường_cao thì đó là 
 A ) cũng cách đều 2 cạnh góc đó 
 B ) tam_giác_cân 
 C ) tam_giác_đều 
 D ) tam_giác_vuông","Nếu tam_giác có 1 đường phân_giác đồng_thời là đường_cao , thì tam_giác đó có thuộc_tính gì ? 
 A ) Tam_giác_cân 
 B ) Tam_giác_vuông 
 C ) Tam_giác_đều 
 D ) Cũng cách đều hai cạnh góc đó .", 
"Dựa vào đâu mà Menđen có_thể đi đến kết_luận các cặp nhân_tố di_truyền trong thí_nghiệm trên lại phân_li độc_lập trong quá_trình hình_thành giao_tử ? 
","Dựa vào đâu mà Menđen có_thể đi đến kết_luận các cặp nhân_tố di_truyền trong thí_nghiệm trên lại phân_li độc_lập trong quá_trình hình_thành giao_tử ? 
","
"
"Câu nào dưới đây giải_thích về ưu_thế lai là đúng ? 
 
 
 
 A._Lai hai dòng thuần_chủng với nhau sẽ luôn cho ra con lai có ưu_thế lai cao . 
 
 
 B. Lai các dòng thuần_chủng khác xa nhau về khu_vực địa_lí luôn cho ưu_thế lai cao . 
 
 
 C. Chỉ có một_số tổ_hợp lai giữa các cặp bố_mẹ nhất_định mới có_thể cho ưu_thế lai . 
 
 
 D. Người_ta không sử_dụng con lai có ưu_thế lai cao làm giống vì con lai thường không thuần_chủng .","Câu nào dưới đây giải_thích về ưu_thế lai là đúng ? 
 
 
 
 A._Lai hai dòng thuần_chủng với nhau sẽ luôn cho ra con lai có ưu_thế lai cao . 
 
 
 B. Lai các dòng thuần_chủng khác xa nhau về khu_vực địa_lí luôn cho ưu_thế lai cao . 
 
 
 C. Chỉ có một_số tổ_hợp lai giữa các cặp bố_mẹ nhất_định mới có_thể cho ưu_thế lai . 
 
 
 D. Người_ta không sử_dụng con lai có ưu_thế lai cao làm giống vì con lai thường không thuần_chủng .","
"
